,Year,Airport,FlightsA-Domestic,PaxA-Domestic,CargoA-Domestic,FlightsD-Domestic,PaxD-Domestic,CargoD-Domestic,FlightsA-international,PaxA-international,CargoA-international,FlightsD-international,PaxD-international,CargoD-international,Flights,Pax,Cargo
270,2020,DWD,  102.0 ,"  4,692.0 ",  166.7 ,  101.0 ,"  4,581.0 ",  154.2 , - , - , - ,  1.0 ,  -   ,  12.5 ,  204.0 ,"  9,273.0 ",  333.4 
271,2020,EAM,"  1,515.0 ","  149,575.0 ",  -   ,"  1,510.0 ","  154,661.0 ",  -   ,  2.0 ,  208.0 , - ,  7.0 ,  350.0 ,  -   ,"  3,034.0 ","  304,794.0 ",  -   
272,2020,EJH,  271.0 ,"  10,224.0 ",  140.7 ,  268.0 ,"  10,980.0 ",  -   ,  50.0 ,  1.0 ,  -   ,  53.0 ,  1.0 ,  -   ,  642.0 ,"  21,206.0 ",  140.7 
273,2020,ELQ,"  1,691.0 ","  152,321.0 ",  -   ,"  1,706.0 ","  150,701.0 ",  -   ,  842.0 ,"  85,157.0 ",  -   ,  827.0 ,"  89,766.0 ",  -   ,"  5,066.0 ","  477,945.0 ",  -   
274,2020,GIZ,"  6,586.0 ","  646,436.0 ",  -   ,"  6,589.0 ","  663,768.0 ",  -   ,  162.0 ,"  17,088.0 ",  -   ,  162.0 ,"  20,345.0 ",  -   ,"  13,499.0 ","  1,347,637.0 ",  -   
275,2020,HAS,"  1,669.0 ","  153,204.0 ",  -   ,"  1,674.0 ","  155,724.0 ",  -   ,  213.0 ,"  18,745.0 ",  -   ,  226.0 ,"  21,922.0 ",  -   ,"  3,782.0 ","  349,595.0 ",  -   
276,2020,HOF,"  2,877.0 ","  46,104.0 ",  -   ,"  2,874.0 ","  46,691.0 ",  -   ,  64.0 ,"  1,968.0 ",  -   ,  67.0 ,"  1,904.0 ",  -   ,"  5,882.0 ","  96,667.0 ",  -   
277,2020,JED,"  27,055.0 ","  2,991,653.0 ","  8,633.8 ","  26,742.0 ","  3,028,001.0 ","  15,879.6 ","  20,976.0 ","  2,737,768.0 ","  106,189.6 ","  21,268.0 ","  3,429,989.0 ","  62,696.7 ","  96,041.0 ","  12,187,411.0 ","  193,399.7 "
278,2020,MED,"  5,077.0 ","  464,024.0 ", - ,"  5,507.0 ","  502,230.0 ", - ,"  4,145.0 ","  705,265.0 ", - ,"  3,721.0 ","  576,386.0 ", - ,"  18,450.0 ","  2,247,905.0 ", - 
279,2020,NUM, - , - , - , - , - , - ,  382.0 ,"  2,939.0 ",  -   ,  384.0 ,"  2,122.0 ",  -   ,  766.0 ,"  5,061.0 ",  -   
280,2020,RAE,"  1,177.0 ","  89,997.0 ",  -   ,"  1,180.0 ","  91,605.0 ",  -   ,  3.0 ,  -   ,  -   ,  3.0 ,  4.0 ,  -   ,"  2,363.0 ","  181,606.0 ",  -   
281,2020,RAH,  211.0 ,"  21,198.0 ",  -   ,  211.0 ,"  21,397.0 ",  -   , - , - , - , - , - , - ,  422.0 ,"  42,595.0 ",  -   
282,2020,RGB, - , - , - , - , - , - ,  7.0 ,  19.0 ,  -   ,  6.0 ,  8.0 ,  -   ,  13.0 ,  27.0 ,  -   
283,2020,RUH,"  34,108.0 ","  3,924,599.0 ","  12,320.3 ","  33,518.0 ","  3,690,087.0 ","  6,738.0 ","  17,569.0 ","  1,749,274.0 ","  107,458.0 ","  18,137.0 ","  2,039,841.0 ","  25,614.3 ","  103,332.0 ","  11,403,801.0 ","  152,130.6 "
284,2020,SHW,  773.0 ,"  58,024.0 ",  -   ,  773.0 ,"  56,720.0 ",  -   , - , - , - , - , - , - ,"  1,546.0 ","  114,744.0 ",  -   
285,2020,TIF,"  2,061.0 ","  190,531.0 ",  -   ,"  2,062.0 ","  193,633.0 ",  -   ,  364.0 ,"  39,527.0 ",  -   ,  364.0 ,"  39,611.0 ",  -   ,"  4,851.0 ","  463,302.0 ",  -   
286,2020,TUI,  342.0 ,"  21,405.0 ",  -   ,  342.0 ,"  21,887.0 ",  -   , - , - , - , - , - , - ,  684.0 ,"  43,292.0 ",  -   
287,2020,TUU,"  3,623.0 ","  361,960.0 ",  -   ,"  3,787.0 ","  377,687.0 ",  -   ,  243.0 ,"  21,955.0 ",  -   ,  279.0 ,"  29,773.0 ",  -   ,"  7,932.0 ","  791,375.0 ",  -   
288,2020,ULH,  589.0 ,"  23,325.0 ",  -   ,  584.0 ,"  23,179.0 ",  -   ,  146.0 ,"  1,277.0 ",  -   ,  151.0 ,  997.0 ,  -   ,"  1,470.0 ","  48,778.0 ",  -   
289,2020,URY,  594.0 ,"  50,595.0 ",  -   ,  631.0 ,"  52,486.0 ",  -   , - , - , - , - , - , - ,"  1,225.0 ","  103,081.0 ",  -   
290,2020,WAE,  416.0 ,"  26,293.0 ",  849.9 ,  407.0 ,"  27,353.0 ",  853.1 ,  8.0 ,  -   ,  20.9 ,  17.0 ,  2.0 ,  50.0 ,  848.0 ,"  53,648.0 ","  1,773.9 "
291,2020,YNB,"  1,067.0 ","  82,873.0 ",  0.3 ,"  1,067.0 ","  82,407.0 ",  -   ,  308.0 ,"  37,949.0 ",  -   ,  308.0 ,"  43,987.0 ",  -   ,"  2,750.0 ","  247,216.0 ",  0.3 
292,2021,ABT,1439,123634,0.0,1439,129982,0.0,0,0,0.0,0,0,0.0,2878,253616,0.0
293,2021,AHB,11180,1170514,148.9,11123,1195134,229.6,131,7648,0.0,183,19180,0.9,22617,2392476,379.4
294,2021,AJF,1778,155237,0.0,1785,166506,0.0,189,15094,0.0,185,23075,0.0,3937,359912,0.0
295,2021,AQI,1114,86092,0.0,1114,90452,0.0,0,0,0.0,0,0,0.0,2228,176544,0.0
296,2021,BHH,1522,134988,0.0,1520,145158,0.0,1,0,0.0,0,0,0.0,3043,280146,0.0
297,2021,DMM,21251,1741588,4241.1,21276,1741180,1693.8,9122,966102,29448.5,9093,1046220,12570.7,60742,5495090,47954.1
298,2021,DWD,191,5338,81.7,190,5553,81.7,0,0,0.0,0,0,0.0,381,10891,163.4
299,2021,EAM,2559,238356,0.0,2558,247923,0.0,0,0,0.0,0,0,0.0,5117,486279,0.0
300,2021,EJH,587,18159,0.0,579,18835,0.0,54,32,0.0,62,30,0.0,1282,37056,0.0
301,2021,ELQ,2638,216850,5.6,2636,227946,2.2,617,46599,0.2,620,66084,0.0,6511,557479,8.0
302,2021,GIZ,9066,775537,0.0,9064,803882,0.0,49,3127,0.0,50,4530,0.0,18229,1587076,0.0
303,2021,HAS,2515,197635,0.0,2522,214259,0.0,148,9189,0.0,152,12769,0.0,5337,433852,0.0
304,2021,HOF,2722,49799,0.1,2725,49632,1.5,18,1121,0.0,14,549,0.0,5479,101101,1.6
305,2021,JED,39013,4107189,12774.0,38789,4052443,21600.9,20801,2353135,105085.2,20997,2492949,62697.3,119600,13005716,202157.4
306,2021,MED,7024,573690,0.0,7100,592662,0.0,2171,235567,0.0,2093,225469,0.0,18388,1627388,0.0
307,2021,NUM,478,2788,0.0,483,3540,0.0,36,0,0.0,53,0,0.0,1050,6328,0.0
308,2021,RAE,1275,108325,0.0,1283,115817,0.0,1,11,0.0,1,1,0.0,2560,224154,0.0
309,2021,RAH,302,26964,0.0,303,29278,0.0,0,0,0.0,0,0,0.0,605,56242,0.0
310,2021,RGB,13,56,0.0,13,57,0.0,0,0,0.0,0,0,0.0,26,113,0.0
311,2021,RUH,46682,5118913,18570.4,46870,5007120,11550.5,23217,2541097,129367.0,23035,2761459,34857.9,139804,15428589,194345.8
312,2021,SHW,1059,76032,0.0,1064,75296,0.0,5,40,0.0,0,0,0.0,2128,151368,0.0
313,2021,TIF,2745,248312,3.7,2744,246653,1.2,159,12509,0.0,159,19508,0.0,5807,526982,4.9
314,2021,TUI,425,27103,0.1,423,28584,0.2,0,0,0.0,0,0,0.0,848,55687,0.3
315,2021,TUU,5176,467846,0.0,5375,500136,0.0,172,15188,0.0,243,30782,0.0,10966,1013952,0.0
316,2021,ULH,1081,36936,0.0,1080,35859,0.0,66,794,0.0,65,535,0.0,2292,74124,0.0
317,2021,URY,903,73964,0.0,932,84233,0.0,1,0,0.0,0,0,0.0,1836,158197,0.0
318,2021,WAE,530,32517,0.0,530,35714,0.0,0,0,0.0,0,0,0.0,1060,68231,0.0
319,2021,YNB,1423,95849,0.2,1420,100613,0.3,120,11613,0.0,123,12851,0.0,3086,220926,0.5
